Survived,Age,Fare,family,Sex_new,child_first_class,Embarked_C,Embarked_Q,Title_Master,Title_Miss,Title_Mrs,Title_Rare,Pclass_1,Pclass_2
1,0.83,3.4011973816621555,2,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,30.0,2.600836116795061,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,22.0,2.3025850929940455,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,29.0,2.3513752571634776,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,29.69911764705882,2.173330257136783,0,1,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,28.0,3.873282177111715,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,17.0,2.4423470353692043,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,33.0,2.8243506567983707,3,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,16.0,3.5660053559634015,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,29.69911764705882,2.2027647577118348,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,23.0,5.521485797552746,5,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,24.0,2.2027647577118348,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,29.0,2.2027647577118348,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,20.0,2.180891922715322,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,46.0,4.1299529896894684,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,26.0,3.0715352369694915,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,59.0,2.1102132003465894,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,29.69911764705882,2.2027647577118348,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,71.0,3.57386695198272,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,23.0,4.164465907853638,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,34.0,3.1780538303479453,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,34.0,3.295836866004329,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,28.0,2.1855792552411137,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,29.69911764705882,2.1855792552411137,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,21.0,4.360387947851531,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,33.0,2.267393053825037,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,37.0,2.1888563276657025,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,28.0,2.1855792552411137,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,21.0,2.157559320943788,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,29.69911764705882,2.1719067693519296,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,38.0,2.1855792552411137,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,29.69911764705882,3.224857896545748,1,1,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,47.0,3.9702919135521215,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,14.5,2.737880811060884,1,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,22.0,2.2027647577118348,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,20.0,2.3818582738885534,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,17.0,2.738146075922933,0,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,21.0,2.1888563276657025,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,70.5,2.169053700369523,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,29.0,3.0910424533583156,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,24.0,5.515526544247128,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,2.0,3.4742929367327062,6,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,21.0,4.310799125385514,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,29.69911764705882,2.2027647577118348,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,32.5,3.436268471383741,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,32.5,2.6390573296152584,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,54.0,4.360387947851531,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,12.0,2.5048481563289,1,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,29.69911764705882,2.169053700369523,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,24.0,2.096999003418169,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,29.69911764705882,3.1509523813392697,2,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,45.0,2.076311648670908,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,33.0,2.1855792552411137,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,20.0,2.085672091430472,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,47.0,2.740840023925201,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,29.0,3.295836866004329,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,25.0,2.6390573296152584,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,23.0,2.7754471330882615,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,19.0,3.3062747934011893,2,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,37.0,3.9908341858524357,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,16.0,2.3240236363515288,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,24.0,4.384523514872469,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,29.69911764705882,2.787834413830345,2,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,22.0,2.169053700369523,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,24.0,2.8243506567983707,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,19.0,2.0476928433652555,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,18.0,2.525728644308255,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,19.0,3.6309854756950335,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,27.0,2.174274334826008,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,9.0,3.5660053559634015,4,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,36.5,3.295836866004329,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,42.0,2.6390573296152584,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0,51.0,2.6045398247325453,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1,22.0,4.213607983048918,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,55.5,2.2027647577118348,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,40.5,2.740840023925201,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,29.69911764705882,2.1177604059819726,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,51.0,4.133231886474144,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,16.0,2.167143305297764,0,1,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,30.0,2.2027647577118348,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,29.69911764705882,2.2682524139135403,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,29.69911764705882,4.256321678298823,10,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,44.0,2.8390784635086144,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,40.0,2.8183982582710754,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,26.0,2.1719067693519296,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,17.0,2.2682524139135403,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,3.7059209199687877,5,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,9.0,3.0692150503137943,2,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,29.69911764705882,4.025351690735149,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,45.0,3.3638415951183864,5,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,29.69911764705882,3.2930552230424524,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,28.0,4.051711901657239,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,61.0,3.540959324037314,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,4.0,3.405355391810819,5,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1.0,2.495953738718064,2,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,21.0,2.1888563276657025,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,56.0,3.4561841799918147,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,18.0,2.180891922715322,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,29.69911764705882,3.2758873390300307,4,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,50.0,3.391567832686312,0,1,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,30.0,2.6390573296152584,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,36.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,29.69911764705882,4.256321678298823,10,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,29.69911764705882,2.775708849576025,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,9.0,3.4777725458882283,6,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1.0,3.6888794541139363,3,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,4.0,3.13658058214137,2,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,29.69911764705882,3.9318256327243257,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,29.69911764705882,2.803360380906535,1,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,45.0,3.3160025355989236,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,40.0,2.803360380906535,2,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,36.0,2.1855792552411137,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,32.0,2.6390573296152584,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,19.0,2.6390573296152584,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,19.0,2.180891922715322,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,3.0,3.295836866004329,2,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,44.0,3.357621598945279,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1,58.0,4.993969182787072,0,1,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,29.69911764705882,2.169053700369523,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,42.0,2.241156397997397,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,29.69911764705882,2.169053700369523,0,1,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,24.0,2.6390573296152584,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,28.0,2.3513752571634776,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,29.69911764705882,4.256321678298823,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,34.0,2.0143428636837015,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,45.5,2.1071782966514356,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,18.0,2.2027647577118348,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2.0,2.4390808375825834,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,32.0,2.8243506567983707,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,26.0,2.9850504252071306,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,16.0,2.169053700369523,0,1,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1,40.0,3.4657359027997265,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,24.0,2.085672091430472,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,35.0,3.0910424533583156,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,22.0,2.1102132003465894,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,30.0,2.6390573296152584,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,29.69911764705882,2.169053700369523,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,31.0,4.738607824217808,1,1,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,27.0,2.1888563276657025,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,42.0,3.332204510175204,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,32.0,4.347586575960343,0,1,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,30.0,2.4423470353692043,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,16.0,2.2027647577118348,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,27.0,2.6390573296152584,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,51.0,2.2027647577118348,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,29.69911764705882,2.1855792552411137,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,38.0,4.51085950651685,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,22.0,2.336986519711378,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,19.0,2.4423470353692043,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,20.5,2.1102132003465894,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,18.0,2.6390573296152584,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,29.69911764705882,3.2758873390300307,4,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,35.0,4.436455632600353,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,29.0,2.1719067693519296,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,59.0,2.6741486494265287,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,5.0,3.4777725458882283,6,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,24.0,2.4423470353692043,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,29.69911764705882,2.145931282948669,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,44.0,3.295836866004329,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,8.0,3.305053521109253,2,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,19.0,2.4423470353692043,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,33.0,2.5858825671280026,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,29.69911764705882,2.737880811060884,1,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,29.69911764705882,2.803360380906535,1,1,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,29.0,2.4423470353692043,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,22.0,2.094945728215801,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,30.0,2.1071782966514356,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,44.0,4.51085950651685,2,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
0,25.0,2.1719067693519296,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,24.0,2.740840023925201,2,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1,37.0,3.9806942251907276,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,54.0,3.295836866004329,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0,29.69911764705882,2.1102132003465894,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,29.0,2.4390808375825834,2,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,62.0,3.3160025355989236,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,30.0,2.8390784635086144,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,41.0,3.0545906305603445,2,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,29.0,2.787834413830345,2,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,29.69911764705882,4.384523514872469,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1,30.0,4.471638793363568,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,35.0,5.521485797552746,0,1,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
